MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
Fix,GT,37.4520298000,-122.1264255000,-26.98511435838634,29.073452,0.1,310.58643,1593045753440,,,,
Fix,GT,37.4522014000,-122.1266799000,-26.847383272137904,29.492886,0.1,309.9706,1593045754440,,,,
Fix,GT,37.4523693000,-122.1269369000,-26.5078867930863,29.24242,0.1,308.71487,1593045755440,,,,
Fix,GT,37.4525304000,-122.1271967000,-26.221744496341955,29.098766,0.1,306.84018,1593045756440,,,,
Fix,GT,37.4526858000,-122.1274631000,-26.012486146639162,29.424171,0.1,305.51712,1593045757440,,,,
Fix,GT,37.4528399000,-122.1277423000,-25.965571371558042,30.721838,0.1,304.33005,1593045758440,,,,
Fix,GT,37.4529980000,-122.1280339000,-25.913620249777523,31.460651,0.1,304.55963,1593045759440,,,,
Fix,GT,37.4531611000,-122.1283260000,-26.000636646847397,31.666344,0.1,305.68393,1593045760440,,,,
Fix,GT,37.4533286000,-122.1286155000,-26.208116698221488,31.558764,0.1,306.24,1593045761440,,,,
Fix,GT,37.4534959000,-122.1289021000,-26.21525804901603,31.300858,0.1,306.3178,1593045762440,,,,
Fix,GT,37.4536622000,-122.1291860000,-26.22921097780909,31.028826,0.1,306.2705,1593045763440,,,,
Fix,GT,37.4538272000,-122.1294683000,-26.22543843914957,30.979454,0.1,306.26147,1593045764440,,,,
Fix,GT,37.4539924000,-122.1297513000,-26.24057178014334,31.118177,0.1,306.2446,1593045765440,,,,
Fix,GT,37.4541593000,-122.1300364000,-26.280753651880218,31.482231,0.1,306.4818,1593045766440,,,,
Fix,GT,37.4543284000,-122.1303236000,-26.301391652976235,31.663158,0.1,306.52774,1593045767440,,,,
Fix,GT,37.4544980000,-122.1306116000,-26.318982055919605,31.737514,0.1,306.36356,1593045768440,,,,
Fix,GT,37.4546680000,-122.1309028000,-26.336210198008303,32.153862,0.1,306.17108,1593045769440,,,,
Fix,GT,37.4548401000,-122.1311983000,-26.344257723690816,32.591114,0.1,306.22742,1593045770440,,,,
Fix,GT,37.4550146000,-122.1314960000,-26.359982426423812,32.819893,0.1,306.56955,1593045771440,,,,
Fix,GT,37.4551920000,-122.1317946000,-26.394981488670453,33.014244,0.1,307.05298,1593045772440,,,,
Fix,GT,37.4553724000,-122.1320916000,-26.410211513503896,33.059013,0.1,307.66425,1593045773440,,,,
Fix,GT,37.4555550000,-122.1323872000,-26.4573047622265,33.121643,0.1,308.02856,1593045774440,,,,
Fix,GT,37.4557388000,-122.1326825000,-26.51643877436834,33.176132,0.1,307.8507,1593045775440,,,,
Fix,GT,37.4559218000,-122.1329795000,-26.52725826466053,33.248547,0.1,307.62878,1593045776440,,,,
Fix,GT,37.4561044000,-122.1332777000,-26.531705392882316,33.28031,0.1,307.42422,1593045777440,,,,
Fix,GT,37.4562852000,-122.1335776000,-26.43729708786509,33.24152,0.1,306.87082,1593045778440,,,,
Fix,GT,37.4564642000,-122.1338785000,-26.315611564833716,33.228973,0.1,306.6345,1593045779440,,,,
Fix,GT,37.4566423000,-122.1341806000,-26.150250276451516,33.25319,0.1,306.34305,1593045780440,,,,
Fix,GT,37.4568198000,-122.1344837000,-26.00524904821475,33.300114,0.1,306.28674,1593045781440,,,,
Fix,GT,37.4569977000,-122.1347871000,-25.83247853589552,33.316658,0.1,306.42795,1593045782440,,,,
Fix,GT,37.4571760000,-122.1350901000,-25.671296372310394,33.344803,0.1,306.50006,1593045783440,,,,
Fix,GT,37.4573547000,-122.1353935000,-25.525248775113596,33.38395,0.1,306.39853,1593045784440,,,,
Fix,GT,37.4575322000,-122.1356964000,-25.33584000683186,33.06598,0.1,306.39468,1593045785440,,,,
Fix,GT,37.4577074000,-122.1359955000,-25.194431162530236,32.629776,0.1,306.33304,1593045786440,,,,
Fix,GT,37.4578803000,-122.1362909000,-25.07725036082519,32.205795,0.1,306.37604,1593045787440,,,,
Fix,GT,37.4580513000,-122.1365823000,-24.947886858488403,31.815937,0.1,306.44424,1593045788440,,,,
Fix,GT,37.4582206000,-122.1368698000,-24.86961216371759,31.45351,0.1,306.5897,1593045789440,,,,
Fix,GT,37.4583884000,-122.1371537000,-24.740839971263767,31.090881,0.1,306.5675,1593045790440,,,,
Fix,GT,37.4585545000,-122.1374341000,-24.620524862718185,30.685907,0.1,306.7602,1593045791440,,,,
Fix,GT,37.4587188000,-122.1377100000,-24.534115589841804,30.282928,0.1,306.89188,1593045792440,,,,
Fix,GT,37.4588817000,-122.1379822000,-24.51480029479262,29.942533,0.1,306.9521,1593045793440,,,,
Fix,GT,37.4590427000,-122.1382531000,-24.54684864043486,29.948757,0.1,306.85052,1593045794440,,,,
Fix,GT,37.4592083000,-122.1385243000,-24.621258785026384,30.56596,0.1,308.3799,1593045795440,,,,
Fix,GT,37.4593827000,-122.1387994000,-24.712304934345468,31.621277,0.1,308.48593,1593045796440,,,,
Fix,GT,37.4595603000,-122.1390859000,-24.77412455255586,32.547604,0.1,307.29108,1593045797440,,,,
Fix,GT,37.4597385000,-122.1393816000,-24.82871484250927,33.02622,0.1,306.94223,1593045798440,,,,
Fix,GT,37.4599176000,-122.1396813000,-24.90684884800055,33.19399,0.1,306.86652,1593045799440,,,,
Fix,GT,37.4600964000,-122.1399822000,-24.96325708257268,33.121056,0.1,306.67126,1593045800440,,,,
Fix,GT,37.4602726000,-122.1402810000,-24.984620117509735,32.61032,0.1,306.35703,1593045801440,,,,
Fix,GT,37.4604456000,-122.1405762000,-24.99857318419697,32.272392,0.1,306.417,1593045802440,,,,
Fix,GT,37.4606176000,-122.1408693000,-24.93506937809434,32.19104,0.1,306.28824,1593045803440,,,,
Fix,GT,37.4607886000,-122.1411641000,-24.89634565201851,32.320427,0.1,305.94452,1593045804440,,,,
Fix,GT,37.4609600000,-122.1414606000,-24.82357278650943,32.482864,0.1,306.08835,1593045805440,,,,
Fix,GT,37.4611333000,-122.1417578000,-24.75547832434313,32.660923,0.1,306.4234,1593045806440,,,,
Fix,GT,37.4613082000,-122.1420560000,-24.676934668543083,32.878826,0.1,306.35635,1593045807440,,,,
Fix,GT,37.4614839000,-122.1423572000,-24.60611507213747,33.17281,0.1,306.18253,1593045808440,,,,
Fix,GT,37.4616609000,-122.1426610000,-24.509887282157706,33.38409,0.1,306.3604,1593045809440,,,,
Fix,GT,37.4618394000,-122.1429655000,-24.46775335088671,33.487335,0.1,306.44928,1593045810440,,,,
Fix,GT,37.4620185000,-122.1432704000,-24.448029391931925,33.489822,0.1,306.3932,1593045811440,,,,
Fix,GT,37.4621963000,-122.1435756000,-24.50648454700496,33.40108,0.1,306.12393,1593045812440,,,,
Fix,GT,37.4623737000,-122.1438807000,-24.617439234637118,33.460236,0.1,306.18326,1593045813440,,,,
Fix,GT,37.4625519000,-122.1441866000,-24.76511619652831,33.590797,0.1,306.2163,1593045814440,,,,
Fix,GT,37.4627310000,-122.1444935000,-24.813981833981416,33.682278,0.1,306.2476,1593045815440,,,,
Fix,GT,37.4629106000,-122.1448004000,-24.8240300114677,33.701057,0.1,306.50266,1593045816440,,,,
Fix,GT,37.4630916000,-122.1451073000,-24.82861995752171,33.862446,0.1,306.51724,1593045817440,,,,
Fix,GT,37.4632731000,-122.1454164000,-24.728659030952258,34.050415,0.1,306.32266,1593045818440,,,,
Fix,GT,37.4634553000,-122.1457263000,-24.567383964995088,34.05678,0.1,306.59924,1593045819440,,,,
Fix,GT,37.4636382000,-122.1460351000,-24.345793847337745,34.028755,0.1,306.62833,1593045820440,,,,
Fix,GT,37.4638209000,-122.1463450000,-24.112793997419885,34.218483,0.1,306.3488,1593045821440,,,,
Fix,GT,37.4640038000,-122.1466585000,-23.865288895639708,34.50273,0.1,306.13367,1593045822440,,,,
Fix,GT,37.4641877000,-122.1469747000,-23.606746764729905,34.76326,0.1,306.1917,1593045823440,,,,
Fix,GT,37.4643734000,-122.1472932000,-23.381383986388073,35.0484,0.1,306.3625,1593045824440,,,,
Fix,GT,37.4645614000,-122.1476134000,-23.24870634255649,35.339134,0.1,306.5108,1593045825440,,,,
Fix,GT,37.4647508000,-122.1479367000,-23.176572727867892,35.626183,0.1,306.12274,1593045826440,,,,
Fix,GT,37.4649400000,-122.1482639000,-23.142848074556923,35.86419,0.1,306.01315,1593045827440,,,,
Fix,GT,37.4651307000,-122.1485923000,-23.179486218329714,36.0073,0.1,306.25473,1593045828440,,,,
Fix,GT,37.4653228000,-122.1489205000,-23.286350928306945,36.005775,0.1,306.39746,1593045829440,,,,
Fix,GT,37.4655158000,-122.1492480000,-23.443399111039298,36.10095,0.1,306.6904,1593045830440,,,,
Fix,GT,37.4657106000,-122.1495760000,-23.635169667252626,36.28461,0.1,306.62125,1593045831440,,,,
Fix,GT,37.4659051000,-122.1499068000,-23.76648469600775,36.4426,0.1,306.283,1593045832440,,,,
Fix,GT,37.4660998000,-122.1502394000,-23.927990420614265,36.537067,0.1,306.38727,1593045833440,,,,
Fix,GT,37.4662954000,-122.1505720000,-24.09135260977024,36.589973,0.1,306.47473,1593045834440,,,,
Fix,GT,37.4664909000,-122.1509053000,-24.23735251493889,36.62747,0.1,306.23697,1593045835440,,,,
Fix,GT,37.4666857000,-122.1512389000,-24.38907722985647,36.548378,0.1,306.3396,1593045836440,,,,
Fix,GT,37.4668805000,-122.1515715000,-24.49894283190133,36.459564,0.1,306.3536,1593045837440,,,,
Fix,GT,37.4670744000,-122.1519033000,-24.59330399792907,36.33137,0.1,306.26096,1593045838440,,,,
Fix,GT,37.4672680000,-122.1522335000,-24.68939931584123,36.183487,0.1,306.5138,1593045839440,,,,
Fix,GT,37.4674616000,-122.1525616000,-24.792122386105007,36.055435,0.1,306.63727,1593045840440,,,,
Fix,GT,37.4676554000,-122.1528879000,-24.900895345341837,35.924355,0.1,306.74908,1593045841440,,,,
Fix,GT,37.4678478000,-122.1532129000,-24.90775392044202,35.670853,0.1,306.68704,1593045842440,,,,
Fix,GT,37.4680393000,-122.1535337000,-24.880391047612193,35.22033,0.1,307.08774,1593045843440,,,,
Fix,GT,37.4682293000,-122.1538492000,-24.835297474533036,34.749268,0.1,307.10138,1593045844440,,,,
Fix,GT,37.4684163000,-122.1541615000,-24.841209697237787,34.37356,0.1,306.71683,1593045845440,,,,
Fix,GT,37.4686000000,-122.1544731000,-24.795754032795003,34.220726,0.1,306.29315,1593045846440,,,,
Fix,GT,37.4687819000,-122.1547852000,-24.790982277092894,34.16897,0.1,306.16983,1593045847440,,,,
Fix,GT,37.4689630000,-122.1550970000,-24.834439387117186,34.09228,0.1,306.0622,1593045848440,,,,
Fix,GT,37.4691439000,-122.1554078000,-24.86075457653709,34.014606,0.1,306.29004,1593045849440,,,,
Fix,GT,37.4693248000,-122.1557176000,-24.859574069565667,33.940025,0.1,306.24582,1593045850440,,,,
Fix,GT,37.4695050000,-122.1560272000,-24.873123546214515,33.886963,0.1,306.03906,1593045851440,,,,
Fix,GT,37.4696840000,-122.1563374000,-24.84416209998824,33.857,0.1,305.81265,1593045852440,,,,
Fix,GT,37.4698624000,-122.1566470000,-24.871390660071143,33.706856,0.1,306.07962,1593045853440,,,,
Fix,GT,37.4700405000,-122.1569535000,-24.89561861268237,33.439472,0.1,306.2261,1593045854440,,,,
Fix,GT,37.4702179000,-122.1572574000,-24.8934393883103,33.17349,0.1,306.35114,1593045855440,,,,
Fix,GT,37.4703945000,-122.1575583000,-24.933619459568263,32.954727,0.1,306.44,1593045856440,,,,
Fix,GT,37.4705704000,-122.1578575000,-24.967343489082566,32.807014,0.1,306.47455,1593045857440,,,,
Fix,GT,37.4707457000,-122.1581549000,-24.994210308838774,32.635548,0.1,306.59793,1593045858440,,,,
Fix,GT,37.4709209000,-122.1584508000,-25.02584779626227,32.59169,0.1,306.7361,1593045859440,,,,
Fix,GT,37.4710961000,-122.1587460000,-25.06002922454263,32.557915,0.1,306.6424,1593045860440,,,,
Fix,GT,37.4712706000,-122.1590418000,-25.10462010882202,32.51406,0.1,306.46835,1593045861440,,,,
Fix,GT,37.4714440000,-122.1593368000,-25.123485623438683,32.323822,0.1,306.46652,1593045862440,,,,
Fix,GT,37.4716161000,-122.1596302000,-25.167029195199802,32.170647,0.1,306.3447,1593045863440,,,,
Fix,GT,37.4717873000,-122.1599230000,-25.203619159491893,32.019882,0.1,306.28296,1593045864440,,,,
Fix,GT,37.4719571000,-122.1602140000,-25.22621140886787,31.775354,0.1,306.16992,1593045865440,,,,
Fix,GT,37.4721247000,-122.1605029000,-25.253075955171767,31.444206,0.1,305.98306,1593045866440,,,,
Fix,GT,37.4722906000,-122.1607887000,-25.265983429281732,31.084276,0.1,306.13745,1593045867440,,,,
Fix,GT,37.4724547000,-122.1610707000,-25.295027945242225,30.696358,0.1,306.24042,1593045868440,,,,
Fix,GT,37.4726171000,-122.1613488000,-25.30980110168457,30.31193,0.1,306.2797,1593045869440,,,,
Fix,GT,37.4727776000,-122.1616236000,-25.347027987322917,29.952955,0.1,306.2783,1593045870440,,,,
Fix,GT,37.4729363000,-122.1618951000,-25.39302939478057,29.600384,0.1,306.33484,1593045871440,,,,
Fix,GT,37.4730934000,-122.1621630000,-25.443847026949243,29.246424,0.1,306.4334,1593045872440,,,,
Fix,GT,37.4732488000,-122.1624275000,-25.492848329150206,28.88564,0.1,306.41205,1593045873440,,,,
Fix,GT,37.4734024000,-122.1626885000,-25.5118000056803,28.531364,0.1,306.52658,1593045874440,,,,
Fix,GT,37.4735540000,-122.1629467000,-25.566485593088146,28.195793,0.1,306.3417,1593045875440,,,,
Fix,GT,37.4737037000,-122.1632021000,-25.620438638724636,27.98943,0.1,306.3093,1593045876440,,,,
Fix,GT,37.4738527000,-122.1634593000,-25.6475734679251,28.461452,0.1,305.5907,1593045877440,,,,
Fix,GT,37.4740024000,-122.1637280000,-25.66498172546835,29.528942,0.1,304.46506,1593045878440,,,,
Fix,GT,37.4741548000,-122.1640089000,-25.69325827209991,30.57631,0.1,304.19278,1593045879440,,,,
Fix,GT,37.4743125000,-122.1642992000,-25.682752855628507,31.545822,0.1,304.63943,1593045880440,,,,
Fix,GT,37.4744790000,-122.1645950000,-25.74907505997652,32.66524,0.1,305.86816,1593045881440,,,,
Fix,GT,37.4746560000,-122.1648992000,-25.807847317465473,33.95127,0.1,306.32822,1593045882440,,,,
Fix,GT,37.4748402000,-122.1652139000,-25.855075168573023,35.03295,0.1,306.31094,1593045883440,,,,
Fix,GT,37.4750291000,-122.1655368000,-25.91507618178764,35.772446,0.1,306.3311,1593045884440,,,,
Fix,GT,37.4752214000,-122.1658647000,-25.994304743709108,36.149277,0.1,306.48874,1593045885440,,,,
Fix,GT,37.4754155000,-122.1661936000,-26.109532603852017,36.230423,0.1,306.69885,1593045886440,,,,
Fix,GT,37.4756106000,-122.1665227000,-26.238438649693308,36.3164,0.1,306.66193,1593045887440,,,,
Fix,GT,37.4758056000,-122.1668521000,-26.281258388630135,36.25859,0.1,306.70383,1593045888440,,,,
Fix,GT,37.4760008000,-122.1671803000,-26.249981946539947,36.19535,0.1,306.93866,1593045889440,,,,
Fix,GT,37.4761974000,-122.1675047000,-26.2735329155189,35.85711,0.1,307.70773,1593045890440,,,,
Fix,GT,37.4763952000,-122.1678226000,-26.316123783095748,35.544704,0.1,308.4947,1593045891440,,,,
Fix,GT,37.4765947000,-122.1681352000,-26.384439336422872,35.320683,0.1,308.96872,1593045892440,,,,
Fix,GT,37.4767944000,-122.1684449000,-26.522351226779733,35.167557,0.1,308.89444,1593045893440,,,,
Fix,GT,37.4769909000,-122.1687559000,-26.580211529096857,35.03022,0.1,307.69733,1593045894440,,,,
Fix,GT,37.4771811000,-122.1690722000,-26.73216918843434,35.154945,0.1,306.6606,1593045895440,,,,
Fix,GT,37.4773692000,-122.1693941000,-26.953719281320446,35.411827,0.1,305.9114,1593045896440,,,,
Fix,GT,37.4775556000,-122.1697207000,-27.367224570568453,35.68402,0.1,305.49887,1593045897440,,,,
Fix,GT,37.4777430000,-122.1700509000,-27.88591573687154,36.041534,0.1,305.68268,1593045898440,,,,
Fix,GT,37.4779333000,-122.1703833000,-28.595914798694366,36.336716,0.1,305.81796,1593045899440,,,,
Fix,GT,37.4781257000,-122.1707174000,-29.293867225702797,36.592476,0.1,306.03406,1593045900440,,,,
Fix,GT,37.4783202000,-122.1710533000,-30.03227698866192,36.85479,0.1,306.16272,1593045901440,,,,
Fix,GT,37.4785164000,-122.1713908000,-30.776324201599436,37.026165,0.1,306.22897,1593045902440,,,,
Fix,GT,37.4787136000,-122.1717289000,-31.443679676618785,37.071865,0.1,306.34555,1593045903440,,,,
Fix,GT,37.4789109000,-122.1720668000,-31.866035282028747,37.011875,0.1,306.33646,1593045904440,,,,
Fix,GT,37.4791080000,-122.1724031000,-31.85497464060154,36.78393,0.1,306.40228,1593045905440,,,,
Fix,GT,37.4793045000,-122.1727358000,-31.46696098526951,36.493534,0.1,306.59363,1593045906440,,,,
Fix,GT,37.4794991000,-122.1730657000,-30.814552345624406,36.097084,0.1,306.57413,1593045907440,,,,
Fix,GT,37.4796910000,-122.1733918000,-30.097277844949303,35.592205,0.1,306.3821,1593045908440,,,,
Fix,GT,37.4798793000,-122.1737148000,-29.414056069027538,35.21922,0.1,306.14157,1593045909440,,,,
Fix,GT,37.4800651000,-122.1740356000,-28.869968711511092,34.937057,0.1,306.01688,1593045910440,,,,
Fix,GT,37.4802493000,-122.1743545000,-28.465062394401798,34.74787,0.1,306.08606,1593045911440,,,,
Fix,GT,37.4804327000,-122.1746721000,-28.222337833550228,34.681713,0.1,305.96753,1593045912440,,,,
Fix,GT,37.4806161000,-122.1749899000,-27.95992876111029,34.68565,0.1,306.08267,1593045913440,,,,
Fix,GT,37.4807999000,-122.1753068000,-27.879392456316566,34.658806,0.1,306.19974,1593045914440,,,,
Fix,GT,37.4809842000,-122.1756229000,-27.784526861419636,34.625072,0.1,306.38052,1593045915440,,,,
Fix,GT,37.4811688000,-122.1759380000,-27.725706303597747,34.53701,0.1,306.46875,1593045916440,,,,
Fix,GT,37.4813524000,-122.1762523000,-27.63793389849127,34.380524,0.1,306.2703,1593045917440,,,,
Fix,GT,37.4815347000,-122.1765655000,-27.586572688836668,34.248894,0.1,306.23892,1593045918440,,,,
Fix,GT,37.4817156000,-122.1768780000,-27.50634392682491,34.068806,0.1,305.89774,1593045919440,,,,
Fix,GT,37.4818937000,-122.1771904000,-27.452162742811083,33.883286,0.1,305.44064,1593045920440,,,,
Fix,GT,37.4820684000,-122.1775037000,-27.39843845204757,33.75885,0.1,304.559,1593045921440,,,,
Fix,GT,37.4822379000,-122.1778196000,-27.408390956280982,33.62248,0.1,303.50754,1593045922440,,,,
Fix,GT,37.4824026000,-122.1781387000,-27.354479620113352,33.622646,0.1,302.46008,1593045923440,,,,
Fix,GT,37.4825624000,-122.1784619000,-27.31175500325304,33.640144,0.1,301.33258,1593045924440,,,,
Fix,GT,37.4827174000,-122.1787884000,-27.258115097556356,33.565483,0.1,300.3024,1593045925440,,,,
Fix,GT,37.4828666000,-122.1791177000,-27.192390543524255,33.439537,0.1,298.98184,1593045926440,,,,
Fix,GT,37.4830091000,-122.1794501000,-27.137391857705268,33.311104,0.1,297.66446,1593045927440,,,,
Fix,GT,37.4831451000,-122.1797848000,-27.12484663676355,33.16172,0.1,296.7124,1593045928440,,,,
Fix,GT,37.4832782000,-122.1801199000,-27.118847705501594,33.058815,0.1,296.4601,1593045929440,,,,
Fix,GT,37.4834097000,-122.1804552000,-27.11930539214677,33.065598,0.1,295.9833,1593045930440,,,,
Fix,GT,37.4835381000,-122.1807934000,-27.142163288788765,33.2251,0.1,295.11664,1593045931440,,,,
Fix,GT,37.4836628000,-122.1811359000,-27.028116386293846,33.33608,0.1,294.02274,1593045932440,,,,
Fix,GT,37.4837827000,-122.1814812000,-26.959163530211242,33.271893,0.1,293.23898,1593045933440,,,,
Fix,GT,37.4838980000,-122.1818277000,-26.97884752695461,33.143948,0.1,292.26495,1593045934440,,,,
Fix,GT,37.4840091000,-122.1821749000,-27.00843824191844,33.052467,0.1,291.66562,1593045935440,,,,
Fix,GT,37.4841175000,-122.1825224000,-27.050028891310888,32.96466,0.1,291.2327,1593045936440,,,,
Fix,GT,37.4842233000,-122.1828705000,-27.070526970591516,32.926357,0.1,290.57303,1593045937440,,,,
Fix,GT,37.4843239000,-122.1832206000,-27.115530950003006,32.897438,0.1,289.0761,1593045938440,,,,
Fix,GT,37.4844172000,-122.1835735000,-27.208304123732887,32.88334,0.1,287.99344,1593045939440,,,,
Fix,GT,37.4845069000,-122.1839279000,-27.33894238906305,32.903664,0.1,287.52133,1593045940440,,,,
Fix,GT,37.4845960000,-122.1842832000,-27.44607698317043,32.99333,0.1,287.6325,1593045941440,,,,
Fix,GT,37.4846852000,-122.1846403000,-27.497666264915097,33.203823,0.1,287.40112,1593045942440,,,,
Fix,GT,37.4847737000,-122.1850000000,-27.548438041254485,33.376392,0.1,287.00253,1593045943440,,,,
Fix,GT,37.4848601000,-122.1853621000,-27.574620965865392,33.466675,0.1,286.47067,1593045944440,,,,
Fix,GT,37.4849437000,-122.1857265000,-27.61448570511334,33.6259,0.1,285.72864,1593045945440,,,,
Fix,GT,37.4850239000,-122.1860942000,-27.66139122425875,33.8272,0.1,285.00687,1593045946440,,,,
Fix,GT,37.4851009000,-122.1864656000,-27.680485681808932,34.048912,0.1,284.29675,1593045947440,,,,
Fix,GT,37.4851750000,-122.1868409000,-27.74221024849487,34.34223,0.1,283.66568,1593045948440,,,,
Fix,GT,37.4852467000,-122.1872204000,-27.77543922023517,34.652866,0.1,283.13647,1593045949440,,,,
Fix,GT,37.4853158000,-122.1876041000,-27.80139257067492,34.92425,0.1,282.47766,1593045950440,,,,
Fix,GT,37.4853817000,-122.1879918000,-27.833620135083947,35.19385,0.1,281.72772,1593045951440,,,,
Fix,GT,37.4854441000,-122.1883836000,-27.858256306193198,35.474304,0.1,280.97275,1593045952440,,,,
Fix,GT,37.4855026000,-122.1887795000,-27.91389539849922,35.73169,0.1,280.20084,1593045953440,,,,
Fix,GT,37.4855576000,-122.1891790000,-27.933257113638092,35.9834,0.1,279.59232,1593045954440,,,,
Fix,GT,37.4856106000,-122.1895819000,-27.99702743424342,36.220562,0.1,279.25128,1593045955440,,,,
Fix,GT,37.4856618000,-122.1899871000,-28.064122186872737,36.349606,0.1,278.998,1593045956440,,,,
Fix,GT,37.4857136000,-122.1903935000,-28.188122440078587,36.46825,0.1,279.39105,1593045957440,,,,
Fix,GT,37.4857683000,-122.1908008000,-28.258619366544735,36.570232,0.1,279.8706,1593045958440,,,,
Fix,GT,37.4858249000,-122.1912087000,-28.319257562592156,36.689316,0.1,280.02957,1593045959440,,,,
Fix,GT,37.4858820000,-122.1916183000,-28.383486376479823,36.863846,0.1,279.91724,1593045960440,,,,
Fix,GT,37.4859384000,-122.1920301000,-28.449075577352005,37.038788,0.1,279.66748,1593045961440,,,,
Fix,GT,37.4859935000,-122.1924439000,-28.50571327700277,37.178886,0.1,279.38507,1593045962440,,,,
Fix,GT,37.4860479000,-122.1928594000,-28.556713867089115,37.272213,0.1,279.31342,1593045963440,,,,
Fix,GT,37.4861010000,-122.1932759000,-28.642942042581296,37.320206,0.1,279.0225,1593045964440,,,,
Fix,GT,37.4861534000,-122.1936927000,-28.673714167287926,37.307945,0.1,279.0222,1593045965440,,,,
Fix,GT,37.4862056000,-122.1941091000,-28.741256527019914,37.259216,0.1,278.9534,1593045966440,,,,
Fix,GT,37.4862573000,-122.1945251000,-28.773392727801024,37.206738,0.1,278.8944,1593045967440,,,,
Fix,GT,37.4863087000,-122.1949405000,-28.780162976402607,37.138638,0.1,278.82452,1593045968440,,,,
Fix,GT,37.4863599000,-122.1953551000,-28.79461943867352,37.07506,0.1,278.90085,1593045969440,,,,
Fix,GT,37.4864111000,-122.1957688000,-28.805256745029226,36.992477,0.1,278.8204,1593045970440,,,,
Fix,GT,37.4864617000,-122.1961820000,-28.80243685140573,36.935905,0.1,278.77377,1593045971440,,,,
Fix,GT,37.4865121000,-122.1965945000,-28.78393476483825,36.887215,0.1,278.7818,1593045972440,,,,
Fix,GT,37.4865621000,-122.1970066000,-28.785162999820955,36.852814,0.1,278.6569,1593045973440,,,,
Fix,GT,37.4866114000,-122.1974185000,-28.78080177307129,36.82489,0.1,278.75507,1593045974440,,,,
Fix,GT,37.4866627000,-122.1978299000,-28.776256630735816,36.823162,0.1,279.10406,1593045975440,,,,
Fix,GT,37.4867149000,-122.1982408000,-28.77070826592444,36.782433,0.1,279.1353,1593045976440,,,,
Fix,GT,37.4867667000,-122.1986512000,-28.763981087219747,36.673172,0.1,279.0487,1593045977440,,,,
Fix,GT,37.4868180000,-122.1990591000,-28.759620443987558,36.345703,0.1,279.05182,1593045978440,,,,
Fix,GT,37.4868697000,-122.1994629000,-28.74925705404371,35.98924,0.1,279.22427,1593045979440,,,,
Fix,GT,37.4869203000,-122.1998631000,-28.762345426095067,35.69111,0.1,279.0001,1593045980440,,,,
Fix,GT,37.4869700000,-122.2002600000,-28.754256991338025,35.35279,0.1,278.9418,1593045981440,,,,
Fix,GT,37.4870190000,-122.2006529000,-28.743666458034568,34.992428,0.1,278.91147,1593045982440,,,,
Fix,GT,37.4870665000,-122.2010422000,-28.761210463417683,34.688457,0.1,278.60477,1593045983440,,,,
Fix,GT,37.4871130000,-122.2014285000,-28.75652521314487,34.404106,0.1,278.76868,1593045984440,,,,
Fix,GT,37.4871600000,-122.2018118000,-28.746531188213964,34.209087,0.1,278.77658,1593045985440,,,,
Fix,GT,37.4872064000,-122.2021934000,-28.740801714086558,34.08988,0.1,278.6653,1593045986440,,,,
Fix,GT,37.4872521000,-122.2025745000,-28.762618983057337,34.156322,0.1,278.81458,1593045987440,,,,
Fix,GT,37.4872997000,-122.2029573000,-28.758754022065887,34.33676,0.1,279.0164,1593045988440,,,,
Fix,GT,37.4873481000,-122.2033411000,-28.748438740779193,34.38013,0.1,279.04303,1593045989440,,,,
Fix,GT,37.4873958000,-122.2037253000,-28.755391101584337,34.392757,0.1,278.74942,1593045990440,,,,
Fix,GT,37.4874419000,-122.2041101000,-28.75643730100535,34.4517,0.1,278.59924,1593045991440,,,,
Fix,GT,37.4874882000,-122.2044950000,-28.765982763866987,34.36822,0.1,278.87494,1593045992440,,,,
Fix,GT,37.4875367000,-122.2048781000,-28.75475432241592,34.231987,0.1,279.27933,1593045993440,,,,
Fix,GT,37.4875857000,-122.2052593000,-28.72615716319706,34.057236,0.1,279.08215,1593045994440,,,,
Fix,GT,37.4876333000,-122.2056388000,-28.633526911302454,33.886864,0.1,278.95978,1593045995440,,,,
Fix,GT,37.4876806000,-122.2060165000,-28.605256788083125,33.776875,0.1,278.93314,1593045996440,,,,
Fix,GT,37.4877276000,-122.2063938000,-28.61202912412955,33.769966,0.1,278.93665,1593045997440,,,,
Fix,GT,37.4877753000,-122.2067708000,-28.54720975537748,33.75379,0.1,279.19617,1593045998440,,,,
Fix,GT,37.4878255000,-122.2071473000,-28.536753073767102,33.77712,0.1,280.0654,1593045999440,,,,
Fix,GT,37.4878814000,-122.2075230000,-28.46734538965103,33.84007,0.1,281.203,1593046000440,,,,
Fix,GT,37.4879408000,-122.2078986000,-28.44362043146316,33.874527,0.1,281.46753,1593046001440,,,,
Fix,GT,37.4880021000,-122.2082734000,-28.44534433960831,33.819965,0.1,281.91165,1593046002440,,,,
Fix,GT,37.4880654000,-122.2086479000,-28.410572184768057,33.953487,0.1,282.02362,1593046003440,,,,
Fix,GT,37.4881280000,-122.2090252000,-28.3653452703295,34.21776,0.1,281.77402,1593046004440,,,,
